id,date,usd_krw,usd_index
5126,2021.11.11,1180.8,95.18
5127,2021.11.12,1179.6,95.13
5128,2021.11.15,1178.4,95.41
5129,2021.11.16,1179.9,95.92
5130,2021.11.17,1182.5,95.83
5131,2021.11.18,1180.4,95.54
5132,2021.11.19,1185.3,96.03
5133,2021.11.22,1185.1,96.55
5134,2021.11.23,1189.7,96.49
5135,2021.11.24,1186.5,96.88
5136,2021.11.25,1190.2,96.77
5137,2021.11.26,1193.3,96.09
5138,2021.11.29,1193,96.34
5139,2021.11.30,1187.9,95.99
5140,2021.12.1,1179.2,96.03
5141,2021.12.2,1175.9,96.16
5142,2021.12.3,1180.1,96.12
5143,2021.12.6,1183,96.33
5144,2021.12.7,1179.5,96.37
5145,2021.12.8,1175.9,95.89
5146,2021.12.9,1174.5,96.27
5147,2021.12.10,1181.3,96.1
5148,2021.12.13,1180.8,96.32
5149,2021.12.14,1182.6,96.57
5150,2021.12.15,1185.2,96.51
5151,2021.12.16,1183.9,96.04
5152,2021.12.17,1180.9,96.57
5153,2021.12.20,1190.8,96.55
5154,2021.12.21,1192.9,96.49
5155,2021.12.22,1192,96.08
5156,2021.12.23,1187.9,96.02
5157,2021.12.27,1186.8,96.09
5158,2021.12.28,1188,96.2
5159,2021.12.29,1186.5,95.93
5160,2021.12.30,1188.8,95.97
5161,2022.1.3,1191.8,96.21
5162,2022.1.4,1194.1,96.26
5163,2022.1.5,1196.9,96.17
5164,2022.1.6,1200.9,96.32
5165,2022.1.7,1201.5,95.72
5166,2022.1.10,1199.1,95.99
5167,2022.1.11,1194.8,95.62
5168,2022.1.12,1190.5,94.92
5169,2022.1.13,1187.5,94.79
5170,2022.1.14,1187.3,95.17
5171,2022.1.17,1192.7,95.26
5172,2022.1.18,1190.1,95.73
5173,2022.1.19,1191.7,95.51
5174,2022.1.20,1192.4,95.74
5175,2022.1.21,1194,95.64
5176,2022.1.24,1196.1,95.92
5177,2022.1.25,1198.6,95.95
5178,2022.1.26,1197.7,96.39
5179,2022.1.27,1202.8,97.25
5180,2022.1.28,1205.5,97.27
5181,2022.2.3,1206.4,95.38
5182,2022.2.4,1197,95.49
5183,2022.2.7,1200.7,95.4
5184,2022.2.8,1197.7,95.64
5185,2022.2.9,1196.5,95.49
5186,2022.2.10,1196.5,95.55
5187,2022.2.11,1198.5,96.08
5188,2022.2.14,1191.1,96.37
5189,2022.2.15,1199.8,95.99
5190,2022.2.16,1197.6,95.7
5191,2022.2.17,1197.1,95.8
5192,2022.2.18,1195.9,96.04
5193,2022.2.21,1192.1,96.08
5194,2022.2.22,1192.7,96.03
5195,2022.2.23,1193.6,96.19
5196,2022.2.24,1202.4,97.14
5197,2022.2.25,1201.6,96.61
5198,2022.2.28,1202.3,96.71
5199,2022.3.2,1206.1,97.39
5200,2022.3.3,1204.6,97.79
5201,2022.3.4,1214.2,98.65
5202,2022.3.7,1227.1,99.29
5203,2022.3.8,1237,99.06
5204,2022.3.10,1228.3,98.51
5205,2022.3.11,1232,99.12
5206,2022.3.14,1242.3,99
5207,2022.3.15,1242.8,99.1
5208,2022.3.16,1235.7,98.62
5209,2022.3.17,1214.3,97.97
5210,2022.3.18,1207.6,98.23
5211,2022.3.21,1216.3,98.5
5212,2022.3.22,1218.1,98.49
5213,2022.3.23,1213.8,98.62
5214,2022.3.24,1218.8,98.79
5215,2022.3.25,1218.8,98.79
5216,2022.3.28,1227.3,99.09
5217,2022.3.29,1219.8,98.4
5218,2022.3.30,1209.6,97.79
5219,2022.3.31,1212.1,98.31
5220,2022.4.1,1215.5,98.63
5221,2022.4.4,1214.4,99
5222,2022.4.5,1212.7,99.47
5223,2022.4.6,1218.3,99.6
5224,2022.4.7,1219.5,99.75
5225,2022.4.8,1225.1,99.8
5226,2022.4.11,1233.1,99.93
5227,2022.4.12,1236.2,100.29
5228,2022.4.13,1228,99.88
5229,2022.4.14,1224.7,100.32
5230,2022.4.15,1229.6,100.32
5231,2022.4.18,1234.4,100.78
5232,2022.4.19,1236.9,100.96
5233,2022.4.20,1236.1,100.39
5234,2022.4.21,1239,100.58
5235,2022.4.22,1239.1,101.22
5236,2022.4.25,1249.9,101.75
5237,2022.4.26,1250.8,102.3
5238,2022.4.27,1265.2,102.95
5239,2022.4.28,1272.5,103.62
5240,2022.4.29,1255.9,102.96
5241,2022.5.2,1265.1,103.74
5242,2022.5.3,1267.8,103.46
5243,2022.5.4,1266.3,102.59
5244,2022.5.6,1272.7,103.66
5245,2022.5.9,1274,103.65
5246,2022.5.10,1276.4,103.92
5247,2022.5.11,1275.5,103.85
5248,2022.5.12,1288.6,104.85
5249,2022.5.13,1284.2,104.56
5250,2022.5.16,1284.1,104.19
5251,2022.5.17,1275,103.36
5252,2022.5.18,1266.6,103.81
5253,2022.5.19,1277.7,102.72
5254,2022.5.20,1268.1,103.15
5255,2022.5.23,1264.1,102.08
5256,2022.5.24,1266.2,101.86
5257,2022.5.25,1264.6,102.06
5258,2022.5.26,1267,101.83
5259,2022.5.27,1256.2,101.67
5260,2022.5.30,1238.6,101.67
5261,2022.5.31,1237.2,101.75
5262,2022.6.2,1252.1,101.82
5263,2022.6.3,1242.7,102.14
5264,2022.6.7,1257.7,102.32
5265,2022.6.8,1253.8,102.54
5266,2022.6.9,1256.9,103.22
5267,2022.6.10,1268.9,104.15
5268,2022.6.13,1284,105.08
5269,2022.6.14,1286.4,105.52
5270,2022.6.15,1290.5,105.16
5271,2022.6.16,1285.6,103.63
5272,2022.6.17,1287.3,104.7
5273,2022.6.20,1292.4,104.7
5274,2022.6.21,1293.6,104.43
5275,2022.6.22,1297.3,104.2
5276,2022.6.23,1301.8,104.43
5277,2022.6.24,1298.2,104.18
5278,2022.6.27,1286.5,103.94
5279,2022.6.28,1283.4,104.51
5280,2022.6.29,1299,105.11
5281,2022.6.30,1298.4,104.68
5282,2022.7.1,1297.3,105.14
5283,2022.7.4,1297.1,105.14
5284,2022.7.5,1300.3,106.54
5285,2022.7.6,1306.3,107.1
5286,2022.7.7,1299.8,107.13
5287,2022.7.8,1300.4,107.01
5288,2022.7.11,1303.9,108.02
5289,2022.7.12,1312.1,108.07
5290,2022.7.13,1306.9,107.96
5291,2022.7.14,1312.1,108.54
5292,2022.7.15,1326.1,108.06
5293,2022.7.18,1317.4,107.37
5294,2022.7.19,1313.4,106.68
5295,2022.7.20,1312.9,107.08
5296,2022.7.21,1307.7,106.91
5297,2022.7.22,1313,106.73
5298,2022.7.25,1313.7,106.48
5299,2022.7.26,1307.6,107.19
5300,2022.7.27,1313.3,106.45
5301,2022.7.28,1296.1,106.35
5302,2022.7.29,1299.1,105.9
5303,2022.8.1,1304,105.45
5304,2022.8.2,1304.7,106.24
5305,2022.8.3,1310.3,106.51
5306,2022.8.4,1310.1,105.69
5307,2022.8.5,1298.3,106.62
5308,2022.8.8,1306.4,106.43
5309,2022.8.9,1304.6,106.37
5310,2022.8.10,1310.4,105.2
5311,2022.8.11,1303,105.09
5312,2022.8.12,1302.4,105.63
5313,2022.8.16,1308.1,106.5
5314,2022.8.17,1310.3,106.57
5315,2022.8.18,1320.7,107.48
5316,2022.8.19,1325.9,108.17
5317,2022.8.22,1339.8,109.05
5318,2022.8.23,1345.5,108.62
5319,2022.8.24,1342.1,108.68
5320,2022.8.25,1335.2,108.47
5321,2022.8.26,1331.3,108.8
5322,2022.8.29,1350.4,108.83
5323,2022.8.30,1346.7,108.76
5324,2022.8.31,1337.6,108.86
5325,2022.9.1,1354.9,109.6
5326,2022.9.2,1362.6,109.61
5327,2022.9.5,1371.4,109.6
5328,2022.9.6,1371.7,110.34
5329,2022.9.7,1384.2,109.69
5330,2022.9.8,1380.8,109.52
5331,2022.9.13,1373.6,109.83
5332,2022.9.14,1390.9,109.6
5333,2022.9.15,1393.7,109.8
5334,2022.9.16,1388,109.64
5335,2022.9.19,1393.6,109.54
5336,2022.9.20,1389.5,110.12
